,SK plant
,Starch content in root (%)
,Month,2026 El Niño,2025 La Niña,2024 El Niño,2023 El Niño,2022 La Niña,2021 La Niña,2020 La Niña,2019,2018,2017,2016,2015
,May,3.1263057325,1.8105822472,2.8330475358,3.5918879967,3.2212402254,2.4395852093,2.1191505496,2.2385166437,3.2121688054,1.7619482115,2.1283473211,2.4768338472
,Jun,3.080816078,1.9014495777,2.3804216291,3.1777244694,3.1931161996,2.4319136459,2.107685464,2.1460581707,3.0607743577,1.7574708532,2.0202375604,2.5179535541
,Jul,3.1277511962,2.3831165178,2.5238319202,3.4243199022,3.370654833,2.5888142972,2.2176649258,2.3028839593,3.0627284873,1.8329102176,1.9109422866,2.5808821561
,Aug,3.1165467626,2.4913375526,2.7262262796,3.6212039532,3.297174523,2.6210171903,2.3082710435,2.3741792489,3.0904942977,1.8748759517,1.8615915208,2.5745389106
,Sep,3.0435483871,2.4337318929,2.8448842577,3.5944676863,3.3406940671,2.7038312167,2.3222266507,2.3502100735,3.2067345224,2.0527029003,1.7232698589,2.5489263802
,Oct,2.9551020408,2.3955282612,2.5731024035,3.5431680277,3.2375011832,2.6903686759,2.3254089888,2.3754588265,3.138228501,2.2131488646,1.6437254521,2.4681458504
,Nov,3.07760181,2.597274503,2.5105694796,3.8483626767,3.2710718167,2.8612413158,2.3976659225,2.4911511073,3.0520859031,2.4194325721,1.8990576005,2.5117688582
,Dec,3.1746376812,2.6599124819,2.3272460851,3.8269273747,3.2197842554,2.8350488633,2.4806184563,2.4320355775,2.9205168557,2.550695904,2.0687512528,2.440625967
,YTD,3.0539344802,2.2460447982,2.8880698957,3.6135814869,3.1609713047,2.5957875044,2.2809290388,2.4192096667,3.0572651399,1.996110452,2.0306835111,2.5222971605
,PPDS (THB./Kg.)
,Month,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,,,,,,,,,,,,,,,,PPDS (THB./Kg.)
,Jan,10.41,8.4491963972,14.6169787631,11.9177600841,10.2151836056,8.5991199287,9.187,9.9022603876,9.3393592676,6.8955851336,8.5146134492,9.4138310486,,,,,,,,,,,,,,,,Month,Act'25,LV'26,Act'26
,Feb,10.98,8.4479659204,14.0678609508,12.4998202709,10.1220645878,8.9430675018,8.99233474,9.5019659287,9.7160730203,6.5577669447,8.0582490441,8.8973239924,,,,,,,,,,,,,,,,Jan,8.4491963972,10.4095644638,10.4095644638
,Mar,12.0041543429,7.9785160583,14.0120854561,14.0331010788,11.0682787564,9.3737357042,9.2438141798,10.0091661898,11.5195218402,6.7854587742,8.2253585503,9.0423299662,,,,,,,,,,,,,,,,Feb,8.4479659204,10.98,10.98
,Apr,15.4429936154,8.3545340224,14.4831250686,16.1121950133,12.4014002638,10.7107958444,9.644948541,10.9264369947,13.7145994898,7.0763580322,9.1338112469,9.7023997745,,,,,,,,,,,,,,,,Mar,7.9785160583,12.0041543429,12.0041543429
,May,14.9081962732,9.3090792826,15.5307042065,17.4950835411,13.9457556272,10.7973921311,10.3637520833,10.953312142,13.7357174748,7.5124996868,9.638014822,10.1932780408,,,,,,,,,,,,,,,,Apr,8.3545340224,13.9993828113,15.4429936154
,Jun,14.6705527522,9.2311977899,14.3106381134,15.8253210629,13.8476403305,10.7399293701,10.1175924389,10.1902097376,12.8860775553,7.2468681978,9.6272915987,10.9837361647,,,,,,,,,,,,,,,,May,9.3090792826,14.9081962732,16.75
,Jul,14.2170508917,10.1911975802,13.9899375144,15.1732353806,13.9729689812,10.8220157622,9.9623145394,10.4445101695,12.2757673795,7.2163630755,8.5435861832,11.6056840813,,,,,,,,,,,,,,,,Jun,9.2311977899,14.6705527522
,Aug,13.8485588271,10.2784048099,12.7780913669,14.7811766222,13.4089976478,10.7441150034,9.8748752236,10.3660791004,11.9480691189,7.246069356,7.4062317864,10.9073382463,,,,,,,,,,,,,,,,Jul,10.1911975802,14.2170508917
,Sep,13.3477633478,9.9182503815,12.3606917694,14.9520286454,13.2308107345,10.9571026447,9.7373850578,10.1214320401,12.1164738023,7.9189095038,6.7055964774,10.6273691237,,,,,,,,,,,,,,,,Aug,10.2784048099,13.8485588271
,Oct,12.8506316917,9.9807477898,10.9737724975,14.8596973631,12.5526594889,10.8619945034,9.5678702893,9.6929290987,12.0394558513,8.5410739786,6.3798681044,10.0345895511,,,,,,,,,,,,,,,,Sep,9.9182503815,13.3477633478
,Nov,12.8233408748,10.4551163956,10.339609391,15.7911577483,12.0216708223,11.2600904207,9.5114470577,9.85,11.5486828198,9.0002824104,7.4255136994,9.9173298459,,,,,,,,,,,,,,,,Oct,9.9807477898,12.8506316917
,Dec,12.6985507246,10.3066721257,9.0682873049,14.9815835431,11.7925537413,10.464538268,9.0321766321,9.36,10.6578382288,9.0444190395,7.6246696989,9.0690562428,,,,,,,,,,,,,,,,Nov,10.4551163956,12.8233408748
,YTD,13.1205403119,9.4011762926,12.9639605437,14.7192085186,12.4136384454,10.3683601916,9.5974282692,10.0933813018,11.6832280384,7.58,8.05,10.0550935692,,,,,,,,,,,,,,,,Dec,10.3066721257,12.6985507246


,"Farmer ratio of regular root at SK plant, %"
,Month,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015
,Jan,16.82,46.7444505323,47.3281348072,49.3130393423,55.328108321,53.8566423701,51.0829041008,46.366717687,57.3829597148,67.8164169258,76.3960457954,95.0897469845
,Feb,17.01,43.6419854473,46.8757535755,45.1589378954,53.3352849848,40.9562315394,49.4079568293,36.770519999,50.4880722074,69.6619825901,75.8401079833,76.5084491583
,Mar,17.2982195027,43.9484840936,50.1741027916,32.5523405691,36.8255212508,48.2382128993,43.5461819726,29.653184909,26.7857548531,46.3757823672,70.5635340191,85.9589647322
Low sesonal of SK plant,Apr,,48.8131821139,46.8941026918,23.7688852558,48.7784037227,35.1552452336,38.3917691027,31.6694962163,11.0063884976,43.3916648327,63.5899427727,50.5150117027
,May,,29.8179660679,18.3368517266,14.8534177735,24.4029075272,27.4188231984,12.5978073664,11.8385028535,4.3930508793,14.9196595467,27.3240542437,28.2898299497
,Jun,,39.8809896925,23.5217552209,45.6343899231,44.072685326,33.1743323316,18.0391919399,7.4314477027,25.5768392758,21.95231081,12.7785724844,24.4522719589
,Jul,,8.6936121739,25.9530462209,29.8510167569,14.3111927402,12.2991459917,18.5303781343,7.2234477464,16.9921846546,16.8966584146,18.9797228735,9.6649776638
,Aug,,2.918252507,17.4610981253,15.5039813189,16.8640378114,13.3254622162,17.3512405034,6.9412066245,9.8333697656,7.2065017671,13.5903613234,3.8744704879
,Sep,,11.4880721895,28.8472770854,36.6898257968,27.4680992476,20.7984714123,25.4676655463,21.6296202618,18.1560929394,11.5147292255,15.6668164832,13.642450255
,Oct,,27.485729297,37.774695562,41.8686397751,41.1955459381,39.1381486262,37.2473782527,39.5632577475,37.6312264033,21.0042822167,15.5842592799,32.1369823658
,Nov,,10.4747618211,41.4260219457,39.6204662267,39.7180511469,43.9491855768,46.3414186019,34.5381446764,26.2526315143,41.4587255053,31.6387926212,33.4239349788
,Dec,,19.5292228821,38.9631488592,44.8266669463,46.2298079061,48.9823437647,47.0437495078,48.2323874974,27.7223865775,50.7349147969,47.5382835294,42.3189821294
,YTD,17.0534002565,28.1975279763,34.0049018856,35.1457400496,36.2767467752,33.9115138724,32.8573251188,25.8353743349,26.2621261153,33.4940952403,37.3229706552,37.8480353879
,"Farmer ratio of regular+waxy root at SK plant, %"
,Month,2026,2025,2024,2023,2022,2021,2020,2019
,Jan,36.29,55.0075479273,51.7072374263,55.0409693451,61.6600598407,60.4529877266,55.8600884863,50.5532010661
,Feb,38.67,49.0831173148,52.8155930944,53.9447788093,58.4452293703,49.0224927224,53.0474070872,41.2391310419
,Mar,25.8638506879,47.920889849,54.4480633908,37.9302840379,46.0387073831,51.4697512151,45.7154171824,32.5309076352
Low sesonal of SK plant,Apr,,48.8131821139,49.5678445054,27.1301810509,51.7546882034,35.1552452336,38.3917691027,31.6694962163
,May,,30.6534901254,18.3368517266,15.8354826038,26.0121088116,28.5621530427,12.5978073664,11.8385028535
,Jun,,39.8809896925,24.106135392,46.575183945,45.9695512427,33.1743323316,18.0391919399,9.6947561406
,Jul,,10.3393892881,26.4452904133,29.8510167569,15.3571449125,13.8257576964,21.4214486553,8.5299666029
,Aug,,4.3878100633,17.4610981253,15.5039813189,18.1182563345,14.9544031883,17.3512405034,8.2175355221
,Sep,,13.8807712315,29.6517929475,38.1280472197,29.0152320169,21.5355795212,26.903913855,21.6296202618
,Oct,,32.4348413291,38.9281409949,42.5905197285,44.3539424023,39.7933517338,38.3079691113,41.070465932
,Nov,,28.9986015203,47.3492259331,42.129106488,43.1358569126,47.3133007278,48.0899783744,34.5381446764
,Dec,,29.5878516358,45.0474433868,46.3768921266,53.4510497722,54.0330342068,50.138287216,48.2323874974
,YTD,33.8027390151,32.3584725754,37.0067116277,38.1775395758,40.4027045248,36.9529880191,34.8322571693,27.4812251192
